台区ID,总分,1.杆塔,2.墙支架,3.电缆段,4.分支箱,5.接入点,6.计量箱,7.连接线,8.档距段,9.电缆终端头起点,10.电缆终端头末端,11.低压电缆接头,12.台区整体美观性,13.台区整体偏移,14.台区整体混乱
055e44993c8a06deed57e354170158055d90dc2a3e,52,10,3,4,10.0,3,3,3,6,3,3,3,3,0,0
055e4862138a06deed57e354170158055d949e2a4c,56,10,3,4,10.0,6,6,2,6,3,2,3,3,0,0
055e4fb68a8a06deed57e354170158055d9be12a6e,85,10,3,10,10.0,6,15,5,6,6,6,3,5,0,0
055e53b4968a06deed57e354170158055d9fd82a7c,83,9,3,10,10.0,6,15,4,6,6,6,3,4,0,0
06cb46ba3f8a06deef58e54f36015906ca9a70050f,65,10,3,5,10.0,6,6,6,4,5,5,3,4,0,0
06ce9f2ea38a06deef58e54f36015906cdf27205e9,100,9,3,10,10.0,15,15,10,6,6,6,3,6,0,0
079c6e2c3b8a06deed56386196015707972bcb76cd,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
079c70516e8a06deed56386196015707972de976db,99,10,3,10,10.0,15,15,9,6,6,6,3,6,0,0
079c75ccf98a06deed5638619601570797335c76eb,99,10,3,10,9.759871593619552,15,15,9,6,6,6,3,6,0,0
079c77d60d8a06deed5638619601570797356176f5,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
081fd1d3ccff808081563860250157081d03da5b4a,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
081fe6d712ff808081563860250157081d18bd5b8c,100,10,3,10,9.990342476895892,15,15,10,6,6,6,3,6,0,0
085c0a4a218a06deed5638619601570856c26d7fae,100,10,3,10,9.999596200800273,15,15,10,6,6,6,3,6,0,0
085c0ff9e78a06deed5638619601570856c8107fc5,100,10,3,10,9.680734883212773,15,15,10,6,6,6,3,6,0,0
0879e48c7a8a06deed56386196015708749bc70101,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
08e67cd174ff8080815638420f015708e3f44d25dd,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
08f248cce18a06deed56e9621a015708f1e73b18f3,100,10,3,10,9.280704335008831,15,15,10,6,6,6,0,3,6,0
08f24cd1f08a06deed56e9621a015708f1eb3b18fd,100,10,3,10,9.900761589158158,15,15,10,6,6,6,3,6,0,0
08f2514b748a06deed56e9621a015708f1efb01907,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
08f255ee218a06deed56e9621a015708f1f44e1911,100,10,3,10,9.09045300941753,15,15,10,6,6,6,3,6,0,0
0909c0bd0cff8080815638420f01570907369f28a1,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
091101de048a06deed56e9621a015709109f7a1a3b,100,10,3,10,9.691460180976474,15,15,10,6,6,6,3,6,0,0
091106fe388a06deed56e9621a01570910a4901a4f,100,10,3,10,8.654089752056981,15,15,10,6,6,6,3,6,0,0
091803ed968a06deef56384518015709157ffa4e9e,59,10,3,5,10.0,0,7,2,6,6,4,3,3,0,0
091807a5588a06deef563845180157091583ad4ea8,96,10,3,7,9.859914801408614,15,15,10,6,6,6,3,5,0,0
09180c6b2e8a06deef5638451801570915886b4eb8,96,10,3,10,9.638031143548623,15,15,7,6,6,6,3,5,0,0
091812e6b48a06deef56384518015709158ee14ec2,92,10,3,8,9.528344980697275,15,15,7,6,6,6,3,5,0,0
0924ba928eff8080815638626001570921d8826ba0,94,10,3,10,10.0,15,15,10,6,6,6,3,0,0,0
0924c56382ff8080815638626001570921e3416bc3,94,10,3,10,9.653603679321312,15,15,10,6,6,6,3,0,0,0
092a632306ff80808156386025015709278e846562,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
092a69d8d3ff8080815638602501570927952d6579,100,10,3,10,9.474138697465493,15,15,10,6,6,6,3,6,0,0
0938afa5e0ff8080815638626001570935cd2b6c5c,94,9,3,10,9.669424221601725,15,15,10,6,6,6,3,0,0,0
0938b2eb30ff8080815638626001570935d06c6c66,94,10,3,10,9.494550144882929,15,15,10,6,6,6,3,0,0,0
0938be36a7ff8080815638626001570935dba16c92,94,10,3,10,9.270559643614606,15,15,10,6,6,6,3,0,0,0
09400f4e68ff808081563860250157093d3a46660a,98,10,3,10,9.195276666669319,15,15,10,6,6,6,3,4,0,0
0940140a34ff808081563860250157093d3efa661a,97,10,3,10,9.59477789951526,15,15,10,6,6,6,3,3,0,0
09431215bc8a06deef56384518015709408d8c4f82,92,9,3,7,10.0,15,15,8,6,6,6,3,5,0,0
09431562138a06deef563845180157094090d44f8c,87,10,3,10,10.0,7,15,6,6,6,6,3,5,0,0
094318520d8a06deef563845180157094093bf4f96,94,10,3,5,9.051535844959027,15,15,10,6,6,6,3,5,0,0
09431b2df38a06deef563845180157094096954fa0,94,10,3,5,9.567524523195777,15,15,10,6,6,6,3,5,0,0
09568841fdff80808153aede940154095613eb1f34,51,10,3,3,9.971401251844599,5,5,3,6,3,3,3,4,0,0
09a41621caff808081686268d70169099e64652e20,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
09f56d045bff80808157e35b1c015809f47de50ede,23,10,3,0,7.733224250940699,0,0,0,6,6,0,3,1,0,0
09f572ea63ff80808157e35b1c015809f483ba0f00,39,10,3,0,9.832012828783318,3,3,3,6,3,0,3,1,0,0
3bf55b61-0ab3-4594-9893-9e89c7b402cc,94,10,3,10,9.222138096214692,15,15,10,6,6,6,3,5,0,0
0b31c0f70b8a06deec69cafa7a016a0b3020ff5289,86,10,3,6,10.0,14,14,10,6,6,5,3,5,0,0
07de336a-0d86-4f99-85cf-30a5ae01414e,78,7,3,5,6.871178626779425,15,15,5,4,6,5,3,4,0,0
05411cd5-0ded-4ce5-813f-13315176f01b,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
0fe7f49efdff80808166f86cba01670fe764dc7316,100,9,3,10,9.97241417541047,15,15,10,6,6,6,3,6,0,0
1000000751127,49,10,3,3,10.0,5,5,3,6,2,3,3,3,0,0
1000000816931,76,10,3,9,8.299322840495533,10,8,6,6,4,4,3,5,0,0
1000000817603,55,10,3,3,10.0,5,5,6,6,4,3,3,4,0,0
1000000817770,71,10,3,3,8.003470985678755,10,10,9,6,4,3,3,4,0,0
1000000818200,77,10,3,3,9.123345135163023,10,10,10,6,4,5,3,5,0,0
1000000818261,74,10,3,5,10.0,8,8,9,6,4,5,3,5,0,0
1000000818327,82,10,3,8,9.677311590541594,10,10,10,6,4,5,3,5,0,0
1000000818396,61,10,3,7,10.0,5,8,6,6,3,4,3,3,0,0
1000000818516,64,10,3,6,9.84080906513025,8,8,7,6,3,4,3,3,0,0
1000000818647,81,10,3,8,10.0,10,10,10,6,4,5,3,5,0,0
1000000818709,77,10,3,7,9.967209161610453,10,10,7,6,4,5,3,4,0,0
1000000818759,75,10,3,3,9.774473852794939,10,10,8,6,4,5,3,5,0,0
1000000818816,59,10,3,3,10.0,8,8,5,6,4,3,3,3,0,0
1000000818966,68,10,3,3,7.7321588702672965,9,10,8,6,5,4,3,4,0,0
1000000819012,66,10,3,5,9.806258247045877,8,10,7,6,4,4,3,3,0,0
1000000819881,71,10,3,3,9.989462508048865,8,14,5,6,6,5,3,5,0,0
1000000820001,94,10,3,10,10.0,15,15,10,6,6,6,3,0,0,0
1000000820078,74,10,3,7,9.685092223011523,8,8,8,6,4,4,3,5,0,0
1000000820131,57,10,3,4,7.010159248677681,5,4,7,6,5,4,3,3,0,0
1000000820232,70,10,3,5,10.0,8,8,8,6,6,5,3,5,0,0
1000000820308,81,9,3,8,9.381778146685347,10,13,9,6,5,4,3,4,0,0
1000000820346,79,10,3,5,10.0,12,13,8,6,4,4,3,4,0,0
1000000820384,75,10,3,3,10.0,12,10,9,6,4,4,3,4,0,0
1000000820429,82,10,3,7,8.960640156014422,10,13,9,6,4,5,3,5,0,0
1000000820490,89,10,3,10,10.0,10,10,10,6,6,5,3,6,0,0
1000000820538,84,10,3,3,8.564064518102532,13,13,10,6,5,5,3,5,0,0
1000000820620,80,10,3,9,9.45764534032596,9,8,7,6,4,6,3,5,0,0
1000000820666,89,10,3,8,9.074436558672247,14,14,8,6,6,6,3,5,0,0
1000000820747,83,10,3,3,8.66656915597824,14,14,7,6,6,6,3,5,0,0
1000000820796,93,10,3,10,10.0,14,14,9,6,6,5,3,6,0,0
1000000820895,86,10,3,10,9.608465775653341,10,10,10,6,5,6,3,5,0,0
1000000820934,90,10,3,10,10.0,14,14,9,6,4,5,3,5,0,0
1000000820968,90,10,3,10,9.494973578994756,10,10,10,6,6,6,3,6,0,0
1000000821016,89,10,3,10,9.641170997629272,10,10,10,6,6,6,3,6,0,0
1000000821076,90,10,3,10,10.0,10,10,10,6,6,6,3,6,0,0
1000000821114,89,10,3,10,10.0,10,10,10,6,6,5,3,6,0,0
1000000821154,93,10,3,8,8.019910086536889,14,14,10,6,6,5,3,5,0,0
1000000821222,81,10,3,7,10.0,10,10,10,6,6,5,3,4,0,0
1000000847549,60,10,3,1,9.357732134883147,6,6,5,6,4,3,3,3,0,0
1000000847726,66,10,3,3,10.0,6,6,5,6,6,4,3,4,0,0
1000000851424,50,9,3,3,10.0,5,5,3,6,3,3,3,3,0,0
1000000852301,51,10,3,3,9.724671557095002,5,5,3,6,3,4,3,3,0,0
1000007116884,80,10,3,10,9.735939081600954,4,15,3,6,6,4,3,6,0,0
1000007116919,98,10,3,10,7.544678616078902,15,15,10,6,6,4,3,6,0,0
1000007449581,82,10,3,7,10.0,10,12,9,6,6,5,3,4,0,0
1000007449583,87,10,3,8,10.0,10,13,10,6,6,6,3,5,0,0
1000007449585,77,10,3,3,9.931606431353144,11,13,8,6,6,4,3,5,0,0
1000007449590,75,10,3,9,9.611172718837434,1,14,9,6,4,5,3,5,0,0
1000007449595,92,10,3,8,10.0,13,14,9,6,6,6,3,5,0,0
1000007453627,59,10,3,3,10.0,6,6,4,6,4,3,3,3,0,0
1000007454186,62,10,3,3,7.969965434906983,6,6,4,6,5,3,3,3,0,0
1000007454204,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
1000007454214,96,9,3,7,10.0,15,15,10,6,6,6,3,5,0,0
1000007455254,77,10,3,8,9.48664034285842,10,10,10,6,4,4,3,6,0,0
1000007455345,79,10,3,8,9.460048903383807,9,9,6,6,5,5,3,5,0,0
1000007455559,75,10,3,5,8.712794385000011,10,12,6,6,4,4,3,5,0,0
1000007455597,66,10,3,3,10.0,10,10,6,6,4,4,3,4,0,0
1000007648188,50,10,3,3,10.0,5,5,3,6,3,3,3,3,0,0
1000007648201,50,10,3,3,10.0,5,5,3,6,2,2,3,3,0,0
1000007648230,51,10,3,3,7.9781300010856295,5,5,3,6,4,3,3,3,0,0
1000007648244,53,10,3,3,9.421211952641114,5,5,3,6,6,3,3,3,0,0
1000007648267,48,10,3,3,9.802176641864932,5,5,3,6,2,2,3,3,0,0
1000007649408,67,10,3,3,9.664939107885829,10,10,7,6,5,4,3,3,0,0
1000007651846,90,10,3,10,10.0,8,15,8,6,6,6,3,5,0,0
1000007651848,68,10,3,4,7.852209739882737,6,6,5,6,6,5,3,4,0,0
1000007651850,80,10,3,3,10.0,11,11,8,6,6,5,3,4,0,0
1000007651852,59,10,3,3,9.777605578562538,4,4,3,6,6,4,3,3,0,0
1000007771460,81,10,3,3,9.304561498446297,14,13,9,6,6,4,3,3,0,0
102320e324ff80808166f86cba016710228b8a7c75,80,7,3,10,10.0,8,5,10,6,6,6,3,6,0,0
11a99093e48a06deed5d8b3a19015e11a60acb4b18,77,10,3,7,9.309686640316123,6,14,4,6,6,4,3,4,0,0
11a9996fcf8a06deed5d8b3a19015e11a613a04b26,100,10,3,10,9.361621196765636,15,15,10,6,6,6,3,6,0,0
0021e76a-11be-4a17-bc68-5e4f6922bcc1,92,10,3,8,7.611969769181219,15,15,8,6,5,4,3,5,0,0
1224c1e4fd8a06deed5d8b3a19015e122127e96fb9,100,10,3,10,7.703368089450352,15,15,10,6,6,6,3,6,0,0
1224cb2c538a06deed5d8b3a19015e1221312a6fc7,89,10,3,10,8.377723997502452,10,10,10,6,6,6,3,5,0,0
1224e062c08a06deed5d8b3a19015e122146456ffd,67,10,3,4,8.180420254102682,6,6,3,6,6,6,3,4,0,0
1224e9ab178a06deed5d8b3a19015e12214f87700b,100,10,3,10,9.753417034802425,15,15,10,6,6,6,3,6,0,0
1277083f1c8a06deed5b056b50015b127696ec2177,94,8,3,10,8.23799990143121,15,15,10,6,6,6,3,0,0,0
12b81501d4ff80808153aed85e015412b7990628d0,74,10,3,4,9.102079026103658,8,8,6,6,6,6,3,4,0,0
12b819edcaff80808153aed85e015412b79ded28da,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
12b821988bff80808153aed85e015412b7a58d28f0,75,10,3,5,10.0,10,10,6,6,6,2,3,4,0,0
12b825f6f3ff80808153aed85e015412b7a9e628fa,69,10,3,5,10.0,6,6,5,6,6,6,3,3,0,0
1351078e408a06deed64d7dfe7016513502a6f5d83,98,8,3,10,7.548049891621621,14,15,10,5,6,6,3,6,0,0
137921d351ff80808164d7ceef0165137817d53749,100,9,3,10,9.397733898232085,15,15,10,6,6,6,3,6,0,0
1379bdf6a6ff80808164d7a612016513779383157f,100,8,3,10,10.0,15,15,10,6,6,6,3,6,0,0
137f170f5cff80808164d7a6120165137cec3b15f9,91,10,3,10,9.714309463805392,6,15,10,6,6,6,3,6,0,0
1388de9ce3ff80808164d7ceef01651387d3ac38ab,88,9,3,10,10.0,11,11,10,4,6,6,3,4,0,0
138c225f1f8a06deed64d7df330165138b0ec3390f,93,8,3,10,8.950614292576477,14,14,8,6,6,6,3,5,0,0
138e20fb92ff80808164d7a6120165138bf4d717e0,100,7,1,10,10.0,15,15,10,6,6,6,3,6,0,0
13947790b9ff80808164d7a612016513924b291849,93,8,3,10,10.0,14,13,10,6,4,4,3,6,0,0
1399de943bff80808164d7a61201651397b1f018a3,87,8,3,10,10.0,10,10,9,6,5,5,3,6,0,0
139fc3b265ff80808164d7ceef0165139eb81f3981,99,9,3,10,9.674043023570873,15,15,10,6,6,6,3,5,0,0
13a27c5550ff80808153aedecd015413a1f8b034f8,93,10,3,8,10.0,15,15,8,6,5,5,3,5,0,0
13a2808081ff80808153aedecd015413a1fcd834fe,96,10,3,10,9.528063241581549,14,14,9,6,6,5,3,6,0,0
13a2839ca3ff80808153aedecd015413a1fff13504,91,10,3,8,10.0,14,14,8,6,5,5,3,5,0,0
13a2d4d6c1ff80808153aedecd015413a2503936e6,100,10,3,10,9.792297061042033,15,15,10,6,6,6,3,6,0,0
13bbbb645d8a06deed64d7df33016513ba9fe54810,75,8,3,8,8.071790976431986,11,11,4,5,6,6,3,4,0,0
13bfa94772ff80808164d7ceef016513be9d303a28,100,9,3,10,9.749853103427808,15,15,10,6,6,6,3,6,0,0
13d05a7a66ff80808164d7ceef016513cf4e273a7c,100,9,3,10,10.0,15,15,10,6,6,6,3,6,0,0
13d8ec8d9d8a06deed64d7df33016513d7ce054c68,100,8,3,10,9.181336735028387,15,15,10,6,6,6,3,6,0,0
13daa1436e8a06deed64d7df33016513d982b14c78,100,9,3,10,9.460595419489358,15,15,10,6,6,6,3,6,0,0
13e14d78088a06deed64d7df33016513e02ebd4cb1,99,9,3,10,10.0,14,15,10,6,6,6,3,6,0,0
13e58c7bc78a06deef53ba79c4015413e50b5b3392,98,10,3,10,7.4991083619549554,15,15,8,6,6,6,3,6,0,0
13e591d0268a06deef53ba79c4015413e510ab339c,89,10,3,6,8.771852946354041,15,15,4,6,6,6,3,5,0,0
13e599ab188a06deef53ba79c4015413e5187b33b2,87,10,3,7,7.594778259282946,13,13,6,6,6,5,3,5,0,0
13e59e970e8a06deef53ba79c4015413e51d6233bc,74,10,3,4,10.0,10,10,7,6,6,3,3,4,0,0
13e8de60478a06deed64d7df33016513e7bf884cd7,100,9,3,10,9.87001224064918,15,15,10,6,6,6,3,6,0,0
14000028379060,89,10,3,10,8.598546094560417,11,11,10,6,6,6,3,5,0,0
14000029375619,98,9,3,10,9.180855722320858,15,15,10,6,6,6,3,6,0,0
14000030679815,87,9,3,10,10.0,10,15,3,6,6,6,3,5,0,0
14000031285882,91,10,3,10,10.0,11,11,10,6,6,6,3,5,0,0
14000031286719,62,10,3,10,8.086302298545178,0,0,4,6,6,6,3,4,0,0
14000034059797,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000035701611,73,10,3,10,9.745877113084529,15,0,0,6,6,6,3,4,0,0
14000035708672,84,10,3,0,7.513081704819537,13,13,10,6,6,6,3,4,0,0
14000045218035,86,10,3,8,10.0,11,11,10,6,6,6,3,4,0,0
14000045873093,94,9,3,10,9.928625777177903,13,13,10,5,6,6,3,6,0,0
14000045934576,99,10,3,10,9.403822273233535,15,15,10,5,6,6,3,6,0,0
14000046696882,85,10,3,0,10.0,13,13,10,6,6,6,3,5,0,0
14000048619639,51,10,3,3,8.105281419771629,5,5,3,6,4,3,3,3,0,0
14000048622776,50,10,3,3,10.0,5,5,3,6,3,3,3,3,0,0
14000048628798,53,10,3,3,7.752764148264449,5,5,3,6,5,4,3,3,0,0
14000048630107,53,10,3,3,9.537938775632636,5,5,3,6,5,4,3,3,0,0
14000049710030,100,9,3,10,9.437344551136109,15,15,10,6,6,6,3,6,0,0
14000050244040,94,9,3,10,9.451008548316697,14,14,8,6,6,6,3,6,0,0
14000052422992,93,9,3,10,10.0,12,12,10,5,6,6,3,6,0,0
14000052735725,88,9,3,10,10.0,11,11,10,6,6,6,3,4,0,0
14000052809833,86,7,3,8,10.0,11,11,10,6,6,6,3,4,0,0
14000052835793,71,10,3,7,10.0,10,5,5,6,6,4,3,4,0,0
14000052837646,72,9,3,8,9.72529304488673,6,6,8,6,6,4,3,4,0,0
14000052838755,59,10,3,5,10.0,5,5,3,6,6,3,3,3,0,0
14000052839980,78,10,3,8,9.902436243831211,9,9,8,6,6,5,3,4,0,0
14000052840931,58,10,3,7,9.115843466965007,5,5,3,6,4,2,3,3,0,0
14000052980159,92,7,3,8,10.0,14,14,7,6,6,6,3,6,0,0
14000053125246,96,10,3,10,9.80232920805949,13,13,10,6,6,6,3,6,0,0
14000053126279,100,10,3,10,8.851728627442093,15,15,10,6,6,6,3,6,0,0
14000053134566,90,8,3,10,8.87801283583359,10,10,10,6,6,6,3,6,0,0
14000053303850,93,8,3,10,10.0,14,14,7,6,6,6,3,6,0,0
14000053322588,81,9,3,10,7.405096320829973,6,10,10,5,6,5,3,6,0,0
14000053327144,92,8,3,10,9.77890801202633,13,13,9,6,6,6,3,6,0,0
14000053330348,74,9,3,10,9.998562823073568,3,11,4,6,6,5,3,6,0,0
14000053331377,93,8,3,10,10.0,14,14,10,6,6,6,3,6,0,0
14000053336224,95,7,3,10,9.568026071625638,15,15,8,5,6,6,3,6,0,0
14000053347009,99,9,3,10,9.69898776317392,15,15,9,6,6,6,3,6,0,0
14000053350278,98,8,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000053393600,98,8,3,10,8.296175711285372,15,15,8,6,6,6,3,6,0,0
14000053399565,97,8,3,10,10.0,15,15,10,6,6,5,3,6,0,0
14000053403463,95,8,3,10,9.626282057981205,14,14,10,6,6,6,3,6,0,0
14000053821205,87,9,3,10,8.520081327058506,10,12,8,5,6,6,3,6,0,0
14000054658376,95,10,3,8,9.97834894967224,15,15,10,6,6,6,3,5,0,0
14000054662904,94,8,3,8,10.0,15,15,10,6,6,6,3,4,0,0
14000054686706,79,8,3,8,10.0,13,13,8,6,6,6,3,3,0,0
14000054834070,97,10,3,10,10.0,14,14,9,6,6,6,3,6,0,0
14000054841172,95,9,3,10,9.415812606463472,14,14,9,6,6,6,3,6,0,0
14000054841864,93,10,3,10,7.84564224716395,14,14,9,6,6,5,3,6,0,0
14000055167238,99,8,3,10,6.832965608837979,15,15,10,6,6,5,3,6,0,0
14000056364731,96,8,3,10,9.818867071087654,14,14,10,6,6,6,3,6,0,0
14000056683034,79,9,3,10,9.96721057622611,0,15,10,6,6,6,3,2,0,0
14000056821825,70,9,3,10,10.0,0,15,0,6,6,6,3,3,0,0
14000056868042,94,9,3,10,7.639156981205135,14,14,9,6,6,6,3,6,0,0
14000059134450,94,8,3,9,9.320805399091974,14,14,9,5,6,6,3,6,0,0
14000059221799,92,8,3,10,10.0,12,12,9,5,6,6,3,6,0,0
14000059259543,65,10,3,10,8.369599157695262,0,11,0,6,6,6,3,2,0,0
14000059645516,82,10,3,9,9.157518135908212,10,10,3,6,6,6,3,6,0,0
14000059648477,88,10,3,8,9.842071943277613,10,12,8,6,6,6,3,6,0,0
14000059675208,74,9,3,8,9.600965715637024,5,10,6,6,4,5,3,4,0,0
14000059712095,69,8,3,10,8.141372946894517,0,15,0,6,6,6,3,2,0,0
14000060229359,97,9,3,10,9.804793066719181,14,14,10,6,6,5,3,6,0,0
14000060274595,92,7,3,8,9.23756845448482,15,14,9,6,6,5,3,5,0,0
14000060690700,93,7,3,10,10.0,12,12,10,6,5,6,3,6,0,0
14000060774219,82,9,3,10,10.0,10,10,5,6,5,5,3,5,0,0
14000060792632,97,8,3,10,9.777339832409158,15,15,10,6,6,5,3,6,0,0
14000060954367,60,10,3,5,9.479480781434091,5,5,3,5,4,3,3,4,0,0
14000062939648,96,8,3,10,9.401573073036422,15,14,10,5,5,5,3,6,0,0
14000063417145,91,8,3,10,9.868083115802108,12,13,9,4,6,6,3,5,0,0
14000063542137,86,10,3,10,9.03551840492682,15,15,0,6,6,6,3,3,0,0
14000063578549,94,10,3,10,10.0,15,15,8,6,6,6,3,6,0,0
14000063970370,98,7,3,10,7.642159905230052,15,15,10,5,6,6,3,5,0,0
14000063981422,73,9,3,10,9.965133617856267,5,5,10,4,6,6,3,4,0,0
14000063990553,72,9,3,10,7.786944022426593,5,5,10,3,6,6,3,4,0,0
14000064012430,93,7,3,10,8.101223675283274,13,10,10,6,6,6,3,6,0,0
14000064136979,89,9,3,7,10.0,14,14,7,6,6,6,3,6,0,0
14000064328993,95,9,3,10,8.670040494251213,14,14,9,6,6,6,3,6,0,0
14000064399905,96,8,3,10,8.347398975948936,14,14,10,6,6,6,3,6,0,0
14000064402395,96,9,3,10,9.93516435967155,14,14,10,6,6,6,3,6,0,0
14000065061592,93,8,3,9,10.0,14,14,10,6,6,6,3,6,0,0
14000065063250,96,8,3,10,10.0,14,14,10,6,6,6,3,6,0,0
14000065272848,96,9,3,10,9.22121638440424,14,14,10,6,6,6,3,6,0,0
14000065273655,96,9,3,10,9.384796105227824,14,14,10,6,6,6,3,6,0,0
14000065284518,92,8,3,10,10.0,15,15,5,5,6,5,3,5,0,0
14000065393865,98,10,3,10,8.409119313674205,14,14,10,6,6,6,3,6,0,0
14000065394902,95,7,3,10,9.860280517364115,13,14,10,6,6,6,3,6,0,0
14000065401625,95,8,3,10,10.0,15,15,7,6,6,6,3,6,0,0
14000065717483,89,9,3,10,9.692629853818952,10,10,10,6,6,6,3,5,0,0
14000065725174,89,9,3,10,10.0,10,10,10,6,6,6,3,5,0,0
14000065740941,89,8,3,10,9.859187109877098,10,10,10,6,6,6,3,5,0,0
14000065742843,93,8,3,10,9.60793138391734,12,12,10,6,6,6,3,5,0,0
14000065973862,89,8,3,10,10.0,10,10,10,6,6,6,3,5,0,0
14000067067181,84,9,3,10,9.876898154752126,0,15,10,6,6,6,3,5,0,0
14000069825549,98,9,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000070151092,92,9,3,10,9.779956797702122,14,14,8,6,5,5,3,5,0,0
14000070479887,98,8,3,10,9.949643023657845,15,15,10,4,6,6,3,6,0,0
14000070534646,98,9,3,10,10.0,15,14,10,6,6,6,3,5,0,0
14000070545583,100,9,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000070938470,86,10,3,10,7.852327792974449,15,5,8,5,6,6,3,5,0,0
14000070973751,99,9,3,10,10.0,15,15,10,6,6,6,3,5,0,0
14000071109037,74,7,3,8,9.432957918762112,5,5,7,6,6,6,3,6,0,0
14000071152263,100,10,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000071183455,94,9,3,10,9.916370454957937,15,15,10,4,6,6,3,5,0,0
14000071830385,97,9,3,10,10.0,14,14,10,6,6,6,3,5,0,0
14000071905199,97,9,3,10,10.0,14,14,10,6,6,6,3,5,0,0
14000073356358,70,10,3,10,10.0,0,15,0,6,6,6,3,2,0,0
14000073367186,96,9,3,10,10.0,15,15,10,6,6,6,3,4,0,0
14000074339682,100,8,3,10,10.0,15,15,10,6,6,6,3,6,0,0
14000074538213,89,8,3,10,10.0,10,10,10,6,6,6,3,5,0,0
