sample_id,file_name,machine_score,treated_score,human_score,improvement_ratio
101,100000082049_评分详情.json,3.0,3.0,100.0,0.0
102,8855714fe98a06deed5cd6d7ba015d88509157786_评分详情.json,3.0,3.0,95.0,0.0
103,68a01c0e-b087-4568-8aef-94a9100e8c1_评分详情.json,3.0,6.0,85.0,100.0
104,2741643280ff8080816862cef50169273dfe5553a_评分详情.json,4.5,6.0,100.0,33.33333333333333
105,ff148544-ccb7-40e0-a3fa-e984f236545_评分详情.json,3.0,3.0,100.0,0.0
106,6b4f8772-2d3f-4f41-a67c-439270ac0fe_评分详情.json,3.0,3.0,100.0,0.0
107,27416b2c8fff8080816862cef50169273e054453b_评分详情.json,4.5,5.5,100.0,22.22222222222222
108,e584b42d538a06deec54d82f360154e584898d41a_评分详情.json,3.0,3.0,90.0,0.0
109,aa5fac25d5ff8080816767987e0167aa5dda731b1_评分详情.json,5.0,5.0,78.0,0.0
110,a561a281-6c7b-48db-969a-56afd5a99f2_评分详情.json,3.0,3.0,87.0,0.0
111,0f24d37e-97ba-42b9-986d-5d290cfcb04_评分详情.json,3.0,3.06,100.0,2.0000000000000018
112,f29bd4f6-0a03-4405-8b20-928c889269f_评分详情.json,3.0,3.0,88.0,0.0
113,1400037163358_评分详情.json,3.0,3.0,100.0,0.0
114,5fa66a3f-e22a-4931-be22-3914642089b_评分详情.json,3.0,3.0,100.0,0.0
115,6600ccd00fff8080815b01e594015b65fe883f3e6_评分详情.json,3.0,3.4013999999999998,42.0,13.379999999999992
116,1400023279385_评分详情.json,3.0,3.0,71.0,0.0
117,255d3f16-4494-40b5-ae72-6ab90b55a4a_评分详情.json,3.0,3.0,48.0,0.0
118,ca364d54-8634-4749-82eb-124b7fc54b5_评分详情.json,3.0,4.5,100.0,50.0
119,a43d185e-3267-4c07-93ef-5dcb339c5b5_评分详情.json,3.0,4.5,100.0,50.0
120,100000711691_评分详情.json,3.0,3.0,100.0,0.0
121,1400047597368_评分详情.json,3.0,6.0,100.0,100.0
122,aa5f8b63d6ff8080816767987e0167aa5db9cf1ae_评分详情.json,3.0,4.0,87.0,33.33333333333333
123,100000688350_评分详情.json,3.0,3.0,62.0,0.0
124,90fe080c21ff808081608043e3016090fdd6784fd_评分详情.json,3.5,4.5,100.0,28.57142857142857
125,1400023279251_评分详情.json,3.0,3.0,92.0,0.0
126,100000082038_评分详情.json,3.5,6.0,115.0,71.42857142857143
127,f03e99e2-6182-4768-883e-36b9e855c92_评分详情.json,3.0,3.0,100.0,0.0
128,100000082042_评分详情.json,3.0,3.0,100.0,0.0
129,3b1212a0-900c-4195-9993-4bca5ee3f93_评分详情.json,3.0,3.0,100.0,0.0
130,a27d7206-5db2-4e46-b57c-c9f2980a040_评分详情.json,3.0,3.0,100.0,0.0
131,28d0fd47dbff8080816862cef5016928cd86896ea_评分详情.json,7.0,7.0,100.0,0.0
132,bce24f34-df59-4046-a9af-576b094db27_评分详情.json,3.0,3.0,100.0,0.0
133,1400075770901_评分详情.json,3.0,3.0,100.0,0.0
134,6b780990a3ff8080815b0159df015b6b7429aa587_评分详情.json,3.0,3.0,100.0,0.0
135,2b34ecb4-2aa6-4fef-be9e-75f4468fef3_评分详情.json,7.0,7.0,100.0,0.0
136,100000744959_评分详情.json,7.0,7.0,100.0,0.0
137,69599210-2880-4253-acdc-613be2e098d_评分详情.json,3.0,3.0,100.0,0.0
138,1400005323974_评分详情.json,3.0,5.0,100.0,66.66666666666666
139,224975c96c8a06deed6862c26001692246923e668_评分详情.json,3.5,3.5,40.0,0.0
140,1400047598396_评分详情.json,3.0,3.0,100.0,0.0
141,22496fca598a06deed6862c260016922468c49666_评分详情.json,3.0,3.4013999999999998,100.0,13.379999999999992
142,100000082000_评分详情.json,3.0,3.0,100.0,0.0
143,d472a494fc8a06deec6b9fc873016bd47130a2213_评分详情.json,3.0,3.0,100.0,0.0
144,84a2f7c3-ff23-45cf-b93b-658871c0cbf_评分详情.json,3.0,3.0,100.0,0.0
145,7ad7b862-d54e-4d6f-8bf7-00d38087a41_评分详情.json,4.5,6.0,100.0,33.33333333333333
146,d472ad15c18a06deec6b9fc873016bd4713901217_评分详情.json,3.0,3.0,100.0,0.0
147,1400075770261_评分详情.json,3.0,3.0,100.0,0.0
148,437604ea-1b0c-4027-b479-99fa48ff797_评分详情.json,3.0,3.0,100.0,0.0
149,59ebdeac-00bc-42d2-a143-94ff1c64cc3_评分详情.json,3.0,8.0,100.0,166.66666666666669
150,100000081988_评分详情.json,3.0,3.26,100.0,8.66666666666666
151,d4763cd7868a06deec6b9fc873016bd474c7c4236_评分详情.json,3.0,3.0,100.0,0.0
152,1400094444801_评分详情.json,3.0,5.5,100.0,83.33333333333334
153,7a6bac71b7ff8080815b054dc2015b7a68dcaa24a_评分详情.json,3.0,5.0,100.0,66.66666666666666
154,1400047596871_评分详情.json,3.0,3.0,100.0,0.0
155,967901a814ff8080815d8b9bd0015d9678ec20217_评分详情.json,3.0,3.02,100.0,0.6666666666666672
156,27415e1650ff8080816862cef50169273df843538_评分详情.json,4.0,4.0,100.0,0.0
157,67a994a5-1046-4a5b-9d70-4fb34d1f794_评分详情.json,3.0,3.0,100.0,0.0
158,100000082066_评分详情.json,3.0,3.0,100.0,0.0
159,13698262-602c-491e-8edf-8537e4e6be9_评分详情.json,3.0,6.0,100.0,100.0
160,3c8cb951-32a9-48d9-8b2e-70bcc293fe9_评分详情.json,7.0,8.0,100.0,14.285714285714285
161,b9d766be-a41b-4d63-aed6-24fa0ec8d83_评分详情.json,3.5,6.0,32.0,71.42857142857143
162,dae9cfde238a06deed57d0fc820157dae977070c1_评分详情.json,3.0,3.0,100.0,0.0
163,e596dc45048a06deec54d82f360154e596af5345c_评分详情.json,3.0,3.0,100.0,0.0
164,f0542934-6ad7-46f4-9f52-122c5247dbe_评分详情.json,3.0,3.0,100.0,0.0
165,100000082101_评分详情.json,3.5,3.5,100.0,0.0
166,1400005324875_评分详情.json,3.0,3.0,100.0,0.0
167,5b9e1719-f1e4-45e4-8b5c-11e1aafb414_评分详情.json,3.0,3.0,100.0,0.0
168,252000e7-0abf-4eef-bedd-90163dd6f63_评分详情.json,3.0,3.0,100.0,0.0
169,1400047606133_评分详情.json,3.0,6.0,100.0,100.0
170,8089bc39-ae64-4048-8622-800cbed6994_评分详情.json,3.0,3.0,100.0,0.0
171,100000082115_评分详情.json,3.0,4.5,45.0,50.0
172,786f6b17-45c4-47da-bd8c-32348e89fbd_评分详情.json,3.0,3.0,47.0,0.0
173,100000082053_评分详情.json,3.0,4.5,18.0,50.0
174,7203e0fe-275c-49f4-9b62-6dab70da11f_评分详情.json,3.0,3.0,44.0,0.0
175,7981e821-ed4f-43e7-8b85-d16f0fbb86f_评分详情.json,3.0,6.0,31.0,100.0
176,26071ae2-adb2-480e-a97e-888e2e942bc_评分详情.json,3.0,3.0,31.0,0.0
177,ea48f50ff6ff808081563860250156ea4668a779c_评分详情.json,3.0,3.0,12.0,0.0
178,cd14d2c5-853d-4d63-a298-e7659a5d749_评分详情.json,3.0,3.0,39.0,0.0
179,1400075769481_评分详情.json,3.0,3.0,29.0,0.0
180,cdd3b62c-00f7-4d2a-b248-6dbf6c24a0a_评分详情.json,3.0,3.0,38.0,0.0
181,269214ea-38bc-44ad-8148-b006fa77a63_评分详情.json,3.0,3.0,38.0,0.0
182,zlq_评分详情.json,3.0,3.0,52.0,0.0
183,28d0f737b7ff8080816862cef5016928cd80836e9_评分详情.json,7.0,7.0,88.0,0.0
184,1400075769696_评分详情.json,3.0,3.0,8.0,0.0
185,1400110805484_评分详情.json,3.0,3.0,50.0,0.0
186,e5b5d63d-69bd-46ee-afa8-d20a414c84d_评分详情.json,3.0,3.0,30.0,0.0
187,100000082030_评分详情.json,3.0,3.0,43.0,0.0
188,e596e8642b8a06deec54d82f360154e596bb6e45c_评分详情.json,3.0,3.0,30.0,0.0
189,1cf1bcc1-584f-424f-bbbf-61115cce143_评分详情.json,3.0,6.0,38.0,100.0
190,1400075771089_评分详情.json,6.0,4.5,33.0,-25.0
191,1400017473076_评分详情.json,3.0,3.0,18.0,0.0
192,1400110805753_评分详情.json,3.0,3.0,45.0,0.0
193,ab7518ec1c8a06deed678bcd660167ab73dcdd318_评分详情.json,3.0,5.0,5.0,66.66666666666666
194,30a3b431-2bfa-47a4-a451-4708d01e37e_评分详情.json,3.0,3.0,29.0,0.0
195,22b9d507-d2ed-4527-9306-f6385b1264e_评分详情.json,3.0,3.0,15.0,0.0
196,28d0e971c2ff8080816862cef5016928cd72d76e6_评分详情.json,4.5,6.0,6.0,33.33333333333333
197,100000082107_评分详情.json,3.0,3.26,81.0,8.66666666666666
198,1400006736588_评分详情.json,3.0,3.0,56.0,0.0
199,51e63912-d8aa-4fce-8428-f405477c26c_评分详情.json,3.0,3.0,50.0,0.0
200,e3e9ea28-e1b4-45a1-a41c-ca088147f9e_评分详情.json,3.5,3.5,40.0,0.0
201,3adaf711-4cf5-4aeb-83d7-dde125d801c_评分详情.json,3.0,3.0,26.0,0.0
202,e596f384518a06deec54d82f360154e596c68b45d_评分详情.json,3.0,3.0,52.0,0.0
203,2ba0c01c-27f7-47e7-8cdb-e877749f585_评分详情.json,4.5,4.5,35.0,0.0
204,100000508430_评分详情.json,3.0,3.0,41.0,0.0
205,d8fdc318-d2b4-48f9-93b6-e954272ee22_评分详情.json,3.0,3.0,20.0,0.0
206,1400037063600_评分详情.json,3.0,3.0,10.0,0.0
207,6600d80c5bff8080815b01e594015b65fe93733e7_评分详情.json,3.0,3.0,40.0,0.0
208,9d18c2b3-7b67-43c1-abc2-18b2325db6c_评分详情.json,3.0,3.0,25.0,0.0
209,3d72c160-6e3c-4fb9-b1c3-0ae0c7754c4_评分详情.json,3.0,3.0,39.0,0.0
210,1400005324956_评分详情.json,3.0,3.0,40.0,0.0
211,7eda2971-a75a-4101-b809-f4d9518a56d_评分详情.json,3.0,3.0,28.0,0.0
212,f74a53f5-7dea-4fc6-aaa2-9318b8dcfe7_评分详情.json,3.0,3.0,40.0,0.0
213,100000082079_评分详情.json,3.0,3.0,28.0,0.0
214,1400012180842_评分详情.json,3.0,3.0,40.0,0.0
215,6b7803b1bbff8080815b0159df015b6b7423d0586_评分详情.json,3.0,3.0,45.0,0.0
216,98b9d0fe-fc23-4edb-8b92-c543c4b8964_评分详情.json,3.0,3.0,35.0,0.0
217,660c1544-90b1-4972-8adb-c08fb722098_评分详情.json,3.0,3.0,40.0,0.0
218,fb768974-04e3-4762-a6f5-2c7dcd20662_评分详情.json,3.0,6.0,63.0,100.0
219,fa397abc868a06deec6cc0cd09016cfa377262224_评分详情.json,3.0,3.0,45.0,0.0
220,1400086224971_评分详情.json,3.0,3.0,45.0,0.0
221,b789c6ac-616a-4693-b490-bb5478883e9_评分详情.json,3.0,4.5,19.0,50.0
222,20b6d5a1-6ac9-419f-87dd-d46d4ddfc4f_评分详情.json,3.0,3.02,40.0,0.6666666666666672
223,80268838-78d5-41d6-8810-e9f839fb990_评分详情.json,3.0,3.0,29.0,0.0
224,1400033945948_评分详情.json,3.0,3.0,35.0,0.0
225,1400036059092_评分详情.json,3.0,3.0,68.0,0.0
226,a45fb3bf-de89-40df-a21c-fb27e100f6f_评分详情.json,3.0,3.0,23.0,0.0
227,61c945d1afff80808169cb3eab016a61c1fd462ef_评分详情.json,3.0,3.0,39.0,0.0
228,zlh_评分详情.json,3.0,3.0,50.0,0.0
229,1400094444731_评分详情.json,3.0,6.0,23.0,100.0
230,54a1a108-3a89-4f17-96dd-4883f76d267_评分详情.json,3.0,3.0,50.0,0.0
231,8f48189c-fcdc-4c8b-8ec4-31375f3f5b2_评分详情.json,3.0,3.0,45.0,0.0
232,9d2f2b65-e2aa-496d-a488-36c03859d6e_评分详情.json,3.0,3.0,30.0,0.0
233,100000688354_评分详情.json,3.0,3.0,21.0,0.0
234,1400047598225_评分详情.json,3.0,4.0,26.0,33.33333333333333
235,86ec8f7e-dc03-4d5b-88f0-ddd7d186155_评分详情.json,3.0,3.0,40.0,0.0
236,1400005323885_评分详情.json,3.0,3.0,50.0,0.0
237,6a00b366f1ff8080815b0159df015b69fcefcd308_评分详情.json,3.0,3.0,39.0,0.0
238,1400110805259_评分详情.json,3.0,3.0,40.0,0.0
239,d447e6ab-2b4c-452a-9848-eeb8864fc4d_评分详情.json,3.0,3.0,20.0,0.0
240,ab7507031e8a06deed678bcd660167ab73caff316_评分详情.json,3.0,3.0,25.0,0.0
241,100000082096_评分详情.json,3.0,3.0,15.0,0.0
242,1400033946281_评分详情.json,3.0,5.0,40.0,66.66666666666666
243,1400006734158_评分详情.json,3.0,3.0,23.0,0.0
244,1400111659806_评分详情.json,3.0,3.0,39.0,0.0
245,5d6e99b7-7613-4bed-89a1-9cf4e57e620_评分详情.json,3.0,3.0,50.0,0.0
246,1400012180742_评分详情.json,3.0,3.0,19.0,0.0
247,beb8ef49-7fbf-4bc3-8d6b-6442cd2a194_评分详情.json,3.0,3.0,25.0,0.0
248,6600dd2c83ff8080815b01e594015b65fe988f3e8_评分详情.json,3.0,3.04,37.0,1.3333333333333344
249,d472c6b2d08a06deec6b9fc873016bd471526521e_评分详情.json,3.0,5.0,43.0,66.66666666666666
250,100000082089_评分详情.json,3.0,3.0,34.0,0.0
251,9cf00a65-0e36-40fe-a647-b65cb3dd5fc_评分详情.json,3.0,3.0,25.0,0.0
252,6566c330-2458-42b0-8bfc-f0962a21057_评分详情.json,3.0,3.0,37.0,0.0
253,5fd83824-ed39-4e65-a5f3-22e92e40fac_评分详情.json,3.0,3.0,30.0,0.0
254,4adb3ae6-1b16-4b0c-856a-786485a75d2_评分详情.json,3.0,3.0,7.0,0.0
255,88556b19a98a06deed5cd6d7ba015d88508b26785_评分详情.json,4.5,5.0,52.0,11.11111111111111
256,68063d8b-2a39-4428-a6af-5494861440b_评分详情.json,3.0,3.0,43.0,0.0
257,7e6ddeab-d712-4bf3-8108-f2dca166349_评分详情.json,4.0,5.0,9.0,25.0
258,22497c49008a06deed6862c2600169224698b4669_评分详情.json,3.5,6.0,40.0,71.42857142857143
259,c7042a56-ed47-46a6-8c4f-4b3628b6de9_评分详情.json,3.0,3.0,45.0,0.0
260,224969b8338a06deed6862c260016922468641665_评分详情.json,3.0,3.0,10.0,0.0
261,100000082023_评分详情.json,3.0,3.5,40.0,16.666666666666664
262,f7d53218-8e98-499c-9d74-90066886ea5_评分详情.json,3.0,3.0,30.0,0.0
263,faef9c6a5b8a06deec6cc0cd09016cfaed89b834c_评分详情.json,3.0,9.71,67.0,223.66666666666669
264,1400075771302_评分详情.json,3.0,3.0,45.0,0.0
265,be5bbcbd-c06f-47f8-920e-f6dd5cd39ac_评分详情.json,3.0,3.0,35.0,0.0
266,b8e4febde1ff8080816862c2f80169b8df7938730_评分详情.json,3.0,3.0,28.0,0.0
267,1400110805557_评分详情.json,3.0,3.0,40.0,0.0
268,ea922643e18a06deef5a716682015aea8fd2862bb_评分详情.json,3.0,3.0,44.0,0.0
269,1400036058568_评分详情.json,3.0,3.0,9.0,0.0
270,360e149ce28a06deed56165d020156360d8e7a393_评分详情.json,3.0,3.0,15.0,0.0
271,48391da9-bb51-433f-9305-35a8dabda64_评分详情.json,3.0,3.0,25.0,0.0
272,1400047596560_评分详情.json,3.0,6.0,25.0,100.0
273,d4765a58558a06deec6b9fc873016bd474e51d23b_评分详情.json,3.0,3.0,55.0,0.0
274,ad007f48-a745-468c-8af0-f4a92487712_评分详情.json,3.0,5.0,19.0,66.66666666666666
