台区ID,总分,1.杆塔,2.墙支架,3.电缆段,4.分支箱,5.接入点,6.计量箱,7.连接线,8.档距段,9.电缆终端头起点,10.电缆终端头末端,11.低压电缆接头,12.台区整体美观性,13.台区整体偏移,14.台区整体混乱
03c22729b6ff80808157e35a2e015803c179790eb4,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
03c7178248ff80808157e358d1015803c63d7e4ece,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
03c71b0dddff80808157e358d1015803c641044ed8,86,10,3,4,10,15,15,5,3,0,0,3,6,0,0
03c720553bff80808157e358d1015803c646414eee,83,10,3,1,10,15,15,5,3,0,0,3,6,0,0
03c7239383ff80808157e358d1015803c6497a4ef8,69,10,3,2,10,8,9,3,3,0,0,3,6,0,0
03daa36f-cf86-4c97-bb51-9b8149f95030,69,10,3,2,10,8,9,3,3,0,0,3,6,0,0
043fd19f628a06deef5637ca340157043d86e27f76,81,10,3,1,10,15,15,3,3,0,0,3,6,0,0
043ffddeb88a06deef5637ca340157043db3167f8c,81,10,3,0,10,15,15,4,3,0,0,3,6,0,0
044b05bbb48a06deef5637ca3401570448ba7e0063,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
04fa724abe8a06deed57e35417015804f9c6f61b9d,73,10,3,6,10,8,9,3,3,0,0,3,6,0,0
04fa7a3dd48a06deed57e35417015804f9ced81bbf,80,10,3,1,10,15,14,3,3,0,0,3,6,0,0
053b68a9-cc0d-46ef-b598-22be409c605a,83,10,3,2,10,15,15,4,3,0,0,3,6,0,0
05411cd5-0ded-4ce5-813f-13315176f01b,85,10,3,5,10,15,15,5,1,0,0,3,6,0,0
0559f439678a06deed57e354170158055942b025e5,77,10,3,8,10,8,9,5,3,0,0,3,6,0,0
0559f8d0108a06deed57e3541701580559473e25f7,72,10,3,7,8,8,9,3,3,0,0,3,6,0,0
0559ffa3058a06deed57e35417015805594e002619,86,10,3,5,10,14,15,5,3,0,0,3,6,0,0
055a03d7478a06deed57e3541701580559522d2627,72,10,3,5,10,8,9,3,3,0,0,3,6,0,0
055cb183b48a06deed57e354170158055bfe7c28d6,78,10,3,7,10,10,9,5,3,0,0,3,6,0,0
055cb80f628a06deed57e354170158055c04f728f8,84,10,3,7,10,15,12,3,3,0,0,3,6,0,0
055e44993c8a06deed57e354170158055d90dc2a3e,81,10,3,1,10,13,15,5,3,0,0,3,6,0,0
055e4862138a06deed57e354170158055d949e2a4c,79,10,3,2,10,15,12,3,3,0,0,3,6,0,0
055e4fb68a8a06deed57e354170158055d9be12a6e,76,10,3,10,10,8,9,3,2,0,0,3,6,0,0
055e53b4968a06deed57e354170158055d9fd82a7c,76,10,3,9,10,8,9,3,3,0,0,3,6,0,0
06c28572-bf56-4623-a52d-8ba8f6efa3e5,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
06cb46ba3f8a06deef58e54f36015906ca9a70050f,81,7,3,10,10,12,14,3,1,0,0,3,6,0,0
06ce9f2ea38a06deef58e54f36015906cdf27205e9,84,4,3,10,10,15,15,5,1,0,0,3,6,0,0
06e61435-4690-4a20-8414-880d37f59a09,87,10,3,7,10,14,15,4,3,0,0,3,6,0,0
0700ad79-af90-4238-9614-1c8778b959ae,81,10,3,1,8,15,15,5,3,0,0,3,6,0,0
0701ccb8-8009-4921-9d0e-12eca79ea239,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0781ed73-d8ad-438f-a12a-922fa3eed5da,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
079c6e2c3b8a06deed56386196015707972bcb76cd,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
079c70516e8a06deed56386196015707972de976db,80,10,3,0,10,15,15,3,3,0,0,3,6,0,0
079c75ccf98a06deed5638619601570797335c76eb,81,10,3,1,10,15,15,3,3,0,0,3,6,0,0
079c77d60d8a06deed5638619601570797356176f5,83,10,3,1,10,15,15,5,3,0,0,3,6,0,0
07be384b0a8a06deed56e9621a015707bde27b0580,88,8,3,10,10,15,15,5,1,0,0,3,6,0,0
07de336a-0d86-4f99-85cf-30a5ae01414e,71,0,3,10,8,12,12,3,2,0,0,3,6,0,0
0818408e-1a2b-4479-be8d-c157becec39c,76,10,3,2,8,10,15,4,3,0,0,3,6,0,0
081fd1d3ccff808081563860250157081d03da5b4a,81,10,3,0,10,15,15,4,3,0,0,3,6,0,0
081fe6d712ff808081563860250157081d18bd5b8c,85,10,3,3,10,15,15,5,3,0,0,3,6,0,0
085c0a4a218a06deed5638619601570856c26d7fae,83,10,3,2,10,15,14,5,3,0,0,3,6,0,0
085c0ff9e78a06deed5638619601570856c8107fc5,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
0879e48c7a8a06deed56386196015708749bc70101,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
0879f8ee-eb5b-4499-93d6-0ad59fa51627,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
08e67cd174ff8080815638420f015708e3f44d25dd,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
08f248cce18a06deed56e9621a015708f1e73b18f3,81,10,3,0,9,15,15,5,3,0,0,3,6,0,0
08f24cd1f08a06deed56e9621a015708f1eb3b18fd,89,10,3,7,10,15,15,5,3,0,0,3,6,0,0
08f2514b748a06deed56e9621a015708f1efb01907,80,10,3,0,10,15,15,3,3,0,0,3,6,0,0
08f255ee218a06deed56e9621a015708f1f44e1911,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
0909c0bd0cff8080815638420f01570907369f28a1,84,10,3,3,10,15,15,4,3,0,0,3,6,0,0
090f9a49-5773-4a5b-af9f-0cb5131d24aa,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
091101de048a06deed56e9621a015709109f7a1a3b,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
091106fe388a06deed56e9621a01570910a4901a4f,84,10,3,5,8,15,15,4,3,0,0,3,6,0,0
091803ed968a06deef56384518015709157ffa4e9e,87,10,3,7,10,15,15,3,3,0,0,3,6,0,0
091807a5588a06deef563845180157091583ad4ea8,86,10,3,5,10,15,15,4,3,0,0,3,6,0,0
09180c6b2e8a06deef5638451801570915886b4eb8,84,10,3,3,10,15,15,4,3,0,0,3,6,0,0
091812e6b48a06deef56384518015709158ee14ec2,83,10,3,2,10,15,15,4,3,0,0,3,6,0,0
0924ba928eff8080815638626001570921d8826ba0,81,10,3,0,10,15,15,4,3,0,0,3,6,0,0
0924c56382ff8080815638626001570921e3416bc3,80,10,3,0,10,15,15,3,3,0,0,3,6,0,0
092a632306ff80808156386025015709278e846562,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
092a69d8d3ff8080815638602501570927952d6579,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0938afa5e0ff8080815638626001570935cd2b6c5c,70,10,3,0,10,10,9,4,3,0,0,3,6,0,0
0938b2eb30ff8080815638626001570935d06c6c66,88,10,3,7,10,15,15,4,3,0,0,3,6,0,0
0938be36a7ff8080815638626001570935dba16c92,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
09400f4e68ff808081563860250157093d3a46660a,87,10,3,7,9,15,15,5,2,0,0,3,6,0,0
0940140a34ff808081563860250157093d3efa661a,92,10,3,10,10,15,15,5,3,0,0,3,6,0,0
09431215bc8a06deef56384518015709408d8c4f82,80,10,3,0,10,15,15,3,3,0,0,3,6,0,0
09431562138a06deef563845180157094090d44f8c,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
094318520d8a06deef563845180157094093bf4f96,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
09431b2df38a06deef563845180157094096954fa0,79,10,3,0,10,15,15,2,3,0,0,3,6,0,0
09450f00b7ff80808153aede94015409449c101ca1,79,10,3,2,10,15,12,3,3,0,0,3,6,0,0
094511d08dff80808153aede94015409449ede1ca7,84,10,3,10,10,15,9,3,3,0,0,3,6,0,0
0945149154ff80808153aede9401540944a19c1cad,82,10,3,5,8,15,14,3,3,0,0,3,6,0,0
0945176f38ff80808153aede9401540944a4771cb3,72,10,3,3,8,10,9,5,3,0,0,3,6,0,0
095684cc82ff80808153aede940154095610791f2e,75,10,3,0,10,13,10,5,3,0,0,3,6,0,0
09568841fdff80808153aede940154095613eb1f34,81,10,3,5,10,15,11,3,3,0,0,3,6,0,0
09753a9d-d613-46d4-8d16-70dbd9fd44f8,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
09a41621caff808081686268d70169099e64652e20,79,10,3,0,10,15,15,2,3,0,0,3,6,0,0
09f56d045bff80808157e35b1c015809f47de50ede,77,10,3,2,8,15,12,3,3,0,0,3,6,0,0
09f572ea63ff80808157e35b1c015809f483ba0f00,77,10,3,2,10,15,10,3,3,0,0,3,6,0,0
0ab6ffd36b8a06deec5b922dfb015c0ab410547654,70,10,3,3,8,9,9,4,3,0,0,3,6,0,0
0adba35d-44a7-404b-aaa7-11e99b8c7244,85,10,3,3,10,15,15,5,3,0,0,3,6,0,0
0aed01c0-14de-4481-bb28-90e6bb5b13e3,82,10,3,2,10,14,15,4,3,0,0,3,6,0,0
0b1d7944ff8a06deec69cafa7a016a0b1bdc204eb5,88,7,3,10,10,15,15,5,2,0,0,3,6,0,0
0b31c0f70b8a06deec69cafa7a016a0b3020ff5289,80,8,3,10,10,11,9,6,2,0,0,3,6,0,0
0b5532513b8a06deec69cafa7a016a0b538ed65877,84,3,3,10,10,15,15,5,2,0,0,3,6,0,0
0bcf00630c8a06deec69cafa7a016a0bcd53116a18,86,5,3,10,10,15,15,5,2,0,0,3,6,0,0
0bf6157eb48a06deec69cafa7a016a0bf467b36aa5,84,4,3,10,10,15,15,4,2,0,0,3,6,0,0
0bf96b76ef8a06deec69cafa7a016a0bf7bd906ad2,85,5,3,10,10,15,15,4,2,0,0,3,6,0,0
0bfad67f-4434-438d-ab69-426de5ae781e,87,10,3,5,10,15,15,5,3,0,0,3,6,0,0
0c0c178b-5433-4179-945f-4a66de079f33,77,10,3,1,10,15,10,4,3,0,0,3,6,0,0
0c3cbd41-2df2-4ac2-a041-a2606f25117e,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0c5b304f-253b-4b3a-b892-bc6946114d27,79,10,3,5,9,15,10,3,3,0,0,3,6,0,0
0c88ac92be8a06deef5638451801570c8624345595,89,10,3,7,10,15,15,5,3,0,0,3,6,0,0
0c88b2e3198a06deef5638451801570c862a80559f,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0c8e0154148a06deef6aa4d07e016b0c8a454b0ba0,77,10,3,1,10,15,11,3,3,0,0,3,6,0,0
0c8e09370d8a06deef6aa4d07e016b0c8a4d230bb6,73,10,3,1,9,13,10,3,3,0,0,3,6,0,0
0c8e10c6b18a06deef6aa4d07e016b0c8a54a80bca,80,10,3,5,8,14,11,5,3,0,0,3,6,0,0
0c8e1851508a06deef6aa4d07e016b0c8a5c290bde,86,10,3,9,10,15,14,3,1,0,0,3,6,0,0
0cab77d1dc8a06deed5583918901560c884308511f,84,10,3,5,8,15,14,5,3,0,0,3,6,0,0
0cab7a93a08a06deed5583918901560c8845c95121,77,10,3,0,10,15,12,3,3,0,0,3,6,0,0
0cac2c51188a06deed5583918901560c88f72c51d7,85,10,3,9,10,15,12,3,2,0,0,3,6,0,0
0cac2ea8718a06deed5583918901560c88f98251d9,72,10,3,5,10,8,9,4,2,0,0,3,6,0,0
0cac318b568a06deed5583918901560c88fc6451db,84,10,3,7,8,15,14,3,3,0,0,3,6,0,0
0cac340fdc8a06deed5583918901560c88fee751dd,86,10,3,7,9,15,15,3,3,0,0,3,6,0,0
0cbca25fcdff8080815638607f01570cba459b1282,87,10,3,5,10,15,15,5,3,0,0,3,6,0,0
0ccd511db2ff8080815638607f01570ccaf3d4133c,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0cd5664ac98a06deef5638451801570cd2dbae58f2,76,10,3,10,10,8,9,3,2,0,0,3,6,0,0
0cd569cb5e8a06deef5638451801570cd2df255906,79,10,3,7,10,8,15,3,2,0,0,3,6,0,0
0ce24a51358a06deef6aa4e7e6016b0cdf303e3097,79,10,3,2,8,15,14,3,3,0,0,3,6,0,0
0ce251a9a18a06deef6aa4e7e6016b0cdf378c30ab,85,10,3,5,10,15,15,3,3,0,0,3,6,0,0
0d1ff6c32b8a06deef563875c701570d1d9d8020f1,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
0d1ffb8e0c8a06deef563875c701570d1da2402107,81,10,3,0,9,15,15,5,3,0,0,3,6,0,0
0d9ac9b4-a6f0-4c06-8094-9602695e3981,89,10,3,7,10,15,15,5,3,0,0,3,6,0,0
0db526cb3fff8080815b01dc56015b0db501753a3a,88,8,3,10,10,15,15,5,1,0,0,3,6,0,0
0dc8329c-a91d-48b5-9979-49fe5d87450b,67,10,3,0,10,8,9,3,3,0,0,3,6,0,0
0dc87023-c87b-478a-aa44-1c0d06df537f,82,10,3,7,10,15,9,4,3,0,0,3,6,0,0
0dca359c67ff8080815b01dc56015b0dca0ea23d07,80,3,3,10,8,15,14,4,2,0,0,3,6,0,0
0e0d2e64b18a06deef5ec8c2b7015f0e0c5a885df3,82,3,3,10,10,15,15,3,2,0,0,3,6,0,0
0e65eff2628a06deef5ec8c2b7015f0e6510ea71d1,88,7,3,10,10,15,15,5,2,0,0,3,6,0,0
0e672f454bff8080815b01dc56015b0e670210473d,74,0,3,10,8,15,12,3,2,0,0,3,6,0,0
0e75bd01f98a06deef5ec8c2b7015f0e74dd3e72f1,83,3,3,10,10,15,15,4,2,0,0,3,6,0,0
0e81781df9ff8080815b01dc56015b0e81460c4e67,77,3,3,5,10,15,15,4,1,0,0,3,6,0,0
0e8b0c227f8a06deed5b056b3f015b0e8ae5293aa9,84,3,3,10,10,15,15,5,2,0,0,3,6,0,0
0e98f0f779ff8080815b01dc56015b0e98bd455073,83,3,3,10,10,15,15,4,2,0,0,3,6,0,0
0e994aa94c8a06deed5b056b3f015b0e9923063b92,74,3,3,2,10,15,15,3,2,0,0,3,6,0,0
0e9f21527f8a06deed5b056b3f015b0e9ef96f3bf5,79,3,3,10,8,15,15,3,1,0,0,3,6,0,0
0eac4e7d1e8a06deed5b056b3f015b0eac25c13d13,83,4,3,10,10,15,15,4,1,0,0,3,6,0,0
0eac694b2c8a06deec64d7fbd801650eab99bf4c1f,80,0,3,10,10,15,15,5,1,0,0,3,6,0,0
0eb256c163ff8080815b01dc56015b0eb2207454ed,79,0,3,10,10,15,15,3,2,0,0,3,6,0,0
0eb77f6dd08a06deec64d7fbd801650eb6afbc4c59,76,10,3,7,10,8,9,5,3,0,0,3,6,0,0
0ec83e7ed18a06deed5b056b3f015b0ec810c8440e,83,4,3,10,10,15,15,4,1,0,0,3,6,0,0
0ed702c9f18a06deed5b056b3f015b0ed6d4b84482,80,3,3,9,10,15,15,3,1,0,0,3,6,0,0
0eeb46a639ff8080815b01dc56015b0eeb084c6269,81,3,3,10,10,15,15,3,1,0,0,3,6,0,0
0eec4784b98a06deed5b056b3f015b0eec17d04704,79,0,3,9,10,15,15,4,2,0,0,3,6,0,0
0ef37373e1ff8080815b01dc56015b0ef3342b640e,79,0,3,9,10,15,15,4,2,0,0,3,6,0,0
0f13e24e-6c7d-46e7-94a8-2d7c2be91906,84,10,3,7,10,15,12,3,3,0,0,3,6,0,0
0f3b0cf6-48d6-453e-ab7d-f3a7453be776,68,10,3,0,10,9,9,3,3,0,0,3,6,0,0
0f969b32-8bb7-45b0-befe-5165619f10a6,78,10,3,10,10,8,9,5,2,0,0,3,6,0,0
0fc968d6-97b6-4dd1-8cff-c452bf7ed990,87,10,3,5,10,15,15,5,3,0,0,3,6,0,0
0fceae27f1ff80808166f86cba01670fce214d6f27,83,3,3,10,10,15,15,4,2,0,0,3,6,0,0
0fdfed46-ea28-42a5-bc14-e19f5e535c9a,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
0fe7f49efdff80808166f86cba01670fe764dc7316,83,4,3,9,10,15,15,4,2,0,0,3,6,0,0
0ff01d1f-2566-45ac-92fa-032204e62c78,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
1000000749583,73,0,3,5,10,14,14,3,3,0,0,3,6,0,0
1000000751127,72,10,3,5,10,9,9,3,2,0,0,3,6,0,0
1000000816931,86,10,3,7,8,14,15,5,3,0,0,3,6,0,0
1000000817603,84,10,3,3,10,15,14,5,3,0,0,3,6,0,0
1000000817770,85,10,3,5,8,15,15,5,3,0,0,3,6,0,0
1000000818200,89,10,3,7,10,15,15,5,3,0,0,3,6,0,0
1000000818261,87,10,3,5,10,15,15,5,3,0,0,3,6,0,0
1000000818327,91,10,3,9,10,15,15,5,3,0,0,3,6,0,0
1000000818396,71,10,3,0,10,10,9,5,3,0,0,3,6,0,0
1000000818516,84,10,3,5,10,15,12,5,3,0,0,3,6,0,0
1000000818647,83,10,3,1,10,15,15,5,3,0,0,3,6,0,0
1000000818709,81,10,3,5,10,15,11,3,3,0,0,3,6,0,0
1000000818759,85,10,3,5,10,15,15,3,3,0,0,3,6,0,0
1000000818816,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
1000000818966,70,10,3,0,9,10,9,5,3,0,0,3,6,0,0
1000000819012,78,10,3,0,10,15,11,5,3,0,0,3,6,0,0
1000000819881,85,10,3,7,10,15,13,3,3,0,0,3,6,0,0
1000000820001,87,10,3,5,10,15,15,5,3,0,0,3,6,0,0
1000000820078,83,10,3,8,10,13,11,5,2,0,0,3,6,0,0
1000000820131,87,10,3,10,8,15,14,3,3,0,0,3,6,0,0
1000000820232,88,10,3,7,10,15,14,5,3,0,0,3,6,0,0
1000000820308,88,10,3,9,10,15,13,5,2,0,0,3,6,0,0
1000000820346,90,10,3,9,10,15,15,5,2,0,0,3,6,0,0
1000000820384,86,10,3,5,10,15,15,5,2,0,0,3,6,0,0
1000000820429,89,10,3,9,9,15,15,5,2,0,0,3,6,0,0
1000000820490,82,10,3,1,10,15,15,5,2,0,0,3,6,0,0
1000000820538,83,10,3,5,8,15,14,5,2,0,0,3,6,0,0
1000000820620,91,10,3,10,10,15,15,5,2,0,0,3,6,0,0
1000000820666,80,10,3,10,10,10,9,5,2,0,0,3,6,0,0
1000000820747,80,10,3,2,8,15,15,4,2,0,0,3,6,0,0
1000000820796,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
1000000820895,82,10,3,2,10,15,15,5,1,0,0,3,6,0,0
1000000820934,89,10,3,7,10,15,15,5,3,0,0,3,6,0,0
1000000820968,85,10,3,5,10,15,15,5,1,0,0,3,6,0,0
1000000821016,86,10,3,5,10,15,15,5,2,0,0,3,6,0,0
1000000821076,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
1000000821114,83,10,3,2,10,15,15,5,2,0,0,3,6,0,0
1000000821154,89,10,3,10,8,15,15,5,2,0,0,3,6,0,0
1000000821222,87,10,3,7,10,15,15,5,1,0,0,3,6,0,0
1000000847549,86,10,3,5,10,15,15,4,3,0,0,3,6,0,0
1000000847726,86,10,3,5,10,15,14,5,3,0,0,3,6,0,0
1000000851424,83,10,3,5,10,15,13,3,3,0,0,3,6,0,0
1000000852301,77,10,3,3,9,14,11,3,3,0,0,3,6,0,0
1000007116884,74,10,3,5,10,10,9,3,3,0,0,3,6,0,0
1000007116919,85,10,3,5,8,15,15,5,3,0,0,3,6,0,0
1000007449581,90,10,3,9,10,15,15,5,2,0,0,3,6,0,0
1000007449583,91,10,3,10,10,15,15,5,2,0,0,3,6,0,0
1000007449585,78,10,3,10,10,8,9,5,2,0,0,3,6,0,0
1000007449590,84,10,3,7,10,14,12,5,2,0,0,3,6,0,0
1000007449595,91,10,3,10,10,15,15,5,2,0,0,3,6,0,0
1000007453627,75,10,3,5,10,11,9,3,3,0,0,3,6,0,0
1000007454186,73,10,3,5,8,11,9,3,3,0,0,3,6,0,0
1000007454204,90,10,3,10,10,15,15,3,3,0,0,3,6,0,0
1000007454214,86,10,3,7,10,12,15,5,3,0,0,3,6,0,0
1000007455254,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
1000007455345,85,10,3,5,10,15,15,3,3,0,0,3,6,0,0
1000007455559,83,10,3,7,10,14,12,3,3,0,0,3,6,0,0
1000007455597,81,10,3,0,10,15,15,4,3,0,0,3,6,0,0
1000007648188,77,10,3,5,10,13,9,3,3,0,0,3,6,0,0
1000007648201,80,10,3,5,10,14,11,3,3,0,0,3,6,0,0
1000007648230,77,10,3,5,8,12,10,5,3,0,0,3,6,0,0
1000007648244,78,10,3,0,10,14,12,5,3,0,0,3,6,0,0
1000007648267,89,10,3,9,10,15,15,3,3,0,0,3,6,0,0
1000007649408,82,10,3,0,10,15,15,5,3,0,0,3,6,0,0
1000007651846,71,10,3,3,10,8,10,3,3,0,0,3,6,0,0
1000007651848,79,10,3,3,8,14,14,3,3,0,0,3,6,0,0
1000007651850,82,10,3,5,10,15,12,3,3,0,0,3,6,0,0
1000007651852,82,10,3,5,10,15,13,3,2,0,0,3,6,0,0
1000007771460,91,10,3,10,10,15,15,5,2,0,0,3,6,0,0
102320e324ff80808166f86cba016710228b8a7c75,80,0,3,10,10,15,15,5,1,0,0,3,6,0,0
10f54a37-de35-4bb2-8e9a-e591d0be6eca,80,10,3,5,10,15,9,4,3,0,0,3,6,0,0
10faf526-7ef7-4c90-a346-05c33a2ad7d1,81,10,3,0,10,15,15,4,3,0,0,3,6,0,0
11a99093e48a06deed5d8b3a19015e11a60acb4b18,74,10,3,2,10,11,11,3,3,0,0,3,6,0,0
11a9996fcf8a06deed5d8b3a19015e11a613a04b26,82,10,3,2,10,15,15,3,3,0,0,3,6,0,0
1224c1e4fd8a06deed5d8b3a19015e122127e96fb9,82,10,3,2,8,15,15,5,3,0,0,3,6,0,0
1224cb2c538a06deed5d8b3a19015e1221312a6fc7,80,10,3,2,8,15,15,3,3,0,0,3,6,0,0
1224e062c08a06deed5d8b3a19015e122146456ffd,73,10,3,7,8,9,9,3,3,0,0,3,6,0,0
1224e9ab178a06deed5d8b3a19015e12214f87700b,84,10,3,2,10,15,15,5,3,0,0,3,6,0,0
126556ad-e7fa-4f83-b66f-2e5a2d8aec6e,83,10,3,2,10,15,14,5,3,0,0,3,6,0,0
1277083f1c8a06deed5b056b50015b127696ec2177,78,0,3,10,8,15,15,4,2,0,0,3,6,0,0
12b81501d4ff80808153aed85e015412b7990628d0,83,10,3,5,8,15,15,3,3,0,0,3,6,0,0
12b819edcaff80808153aed85e015412b79ded28da,82,10,3,2,10,15,15,3,3,0,0,3,6,0,0
12b821988bff80808153aed85e015412b7a58d28f0,79,10,3,5,10,15,9,3,3,0,0,3,6,0,0
12b825f6f3ff80808153aed85e015412b7a9e628fa,80,10,3,5,10,15,10,3,3,0,0,3,6,0,0
12c19b54-b1f6-493c-aec8-979f2c311871,86,10,3,5,10,15,15,4,3,0,0,3,6,0,0
12cabcc2-5efe-4d06-b8f8-16b8c6b19b67,81,3,3,10,10,15,15,3,1,0,0,3,6,0,0
12fa9587-e1c7-46dd-8daf-16e9d266d6c7,85,10,3,5,10,15,15,4,2,0,0,3,6,0,0
1351078e408a06deed64d7dfe7016513502a6f5d83,78,0,3,10,8,15,15,4,2,0,0,3,6,0,0
137921d351ff80808164d7ceef0165137817d53749,78,0,3,10,8,15,15,4,2,0,0,3,6,0,0
1379bdf6a6ff80808164d7a612016513779383157f,84,3,3,10,10,15,15,5,2,0,0,3,6,0,0
137f170f5cff80808164d7a6120165137cec3b15f9,81,3,3,10,10,15,15,3,1,0,0,3,6,0,0
1388de9ce3ff80808164d7ceef01651387d3ac38ab,82,3,3,9,10,15,15,4,2,0,0,3,6,0,0
138c225f1f8a06deed64d7df330165138b0ec3390f,83,3,3,10,10,15,15,5,1,0,0,3,6,0,0
138e20fb92ff80808164d7a6120165138bf4d717e0,75,0,2,7,10,15,15,3,2,0,0,3,6,0,0
13947790b9ff80808164d7a612016513924b291849,80,0,3,10,10,15,15,4,2,0,0,3,6,0,0
1399de943bff80808164d7a61201651397b1f018a3,81,0,3,10,10,15,15,5,2,0,0,3,6,0,0
139fc3b265ff80808164d7ceef0165139eb81f3981,84,3,3,10,10,15,15,5,2,0,0,3,6,0,0
13a27c5550ff80808153aedecd015413a1f8b034f8,76,10,3,3,10,14,9,3,3,0,0,3,6,0,0
13a2808081ff80808153aedecd015413a1fcd834fe,86,10,3,5,10,15,14,5,3,0,0,3,6,0,0
13a2839ca3ff80808153aedecd015413a1fff13504,82,10,3,5,10,11,15,4,3,0,0,3,6,0,0
